id,text
1855,CAL_MAG0_YCOMP (FLOAT) Magnetometer 0 Y Axis throttle compensation Comment: Coefficient describing linear relationship between Y component of magnetometer in body frame axis and either current or throttle depending on value of CAL_MAG_COMP_TYP. Unit for throttle-based compensation is [G] and for current-based compensation [G/kA] 0.0
1856,CAL_MAG0_YODIAG (FLOAT) Magnetometer 0 Y-axis off diagonal scale factor 0.0
1857,CAL_MAG0_YOFF (FLOAT) Magnetometer 0 Y-axis offset 0.0 gauss
1858,"CAL_MAG0_YSCALE (FLOAT) Magnetometer 0 Y-axis scaling factor [0.1, 3.0] 1.0"
1859,CAL_MAG0_ZCOMP (FLOAT) Magnetometer 0 Z Axis throttle compensation Comment: Coefficient describing linear relationship between Z component of magnetometer in body frame axis and either current or throttle depending on value of CAL_MAG_COMP_TYP. Unit for throttle-based compensation is [G] and for current-based compensation [G/kA] 0.0
1860,CAL_MAG0_ZODIAG (FLOAT) Magnetometer 0 Z-axis off diagonal scale factor 0.0
1861,CAL_MAG0_ZOFF (FLOAT) Magnetometer 0 Z-axis offset 0.0 gauss
1862,"CAL_MAG0_ZSCALE (FLOAT) Magnetometer 0 Z-axis scaling factor [0.1, 3.0] 1.0"
1863,CAL_MAG1_ID (INT32) Magnetometer 1 calibration device ID Comment: Device ID of the magnetometer this calibration applies to. 0
1864,"CAL_MAG1_PITCH (FLOAT) Magnetometer 1 Custom Euler Pitch Angle Comment: Setting this parameter changes CAL_MAG1_ROT to ""Custom Euler Angle"" [-180, 180] 0.0 deg"
1865,CAL_MAG1_PRIO (INT32) Magnetometer 1 priority Values: -1: Uninitialized 0: Disabled 1: Min 25: Low 50: Medium (Default) 75: High 100: Max -1
1866,"CAL_MAG1_ROLL (FLOAT) Magnetometer 1 Custom Euler Roll Angle Comment: Setting this parameter changes CAL_MAG1_ROT to ""Custom Euler Angle"" [-180, 180] 0.0 deg"
1867,"CAL_MAG1_ROT (INT32) Magnetometer 1 rotation relative to airframe Comment: An internal sensor will force a value of -1, so a GCS should only attempt to configure the rotation if the value is greater than or equal to zero. Set to ""Custom Euler Angle"" to define the rotation using CAL_MAG1_ROLL, CAL_MAG1_PITCH and CAL_MAG1_YAW. Values: -1: Internal 0: No rotation 1: Yaw 45° 2: Yaw 90° 3: Yaw 135° 4: Yaw 180° 5: Yaw 225° 6: Yaw 270° 7: Yaw 315° 8: Roll 180° 9: Roll 180°, Yaw 45° 10: Roll 180°, Yaw 90° 11: Roll 180°, Yaw 135° 12: Pitch 180° 13: Roll 180°, Yaw 225° 14: Roll 180°, Yaw 270° 15: Roll 180°, Yaw 315° 16: Roll 90° 17: Roll 90°, Yaw 45° 18: Roll 90°, Yaw 90° 19: Roll 90°, Yaw 135° 20: Roll 270° 21: Roll 270°, Yaw 45° 22: Roll 270°, Yaw 90° 23: Roll 270°, Yaw 135° 24: Pitch 90° 25: Pitch 270° 26: Pitch 180°, Yaw 90° 27: Pitch 180°, Yaw 270° 28: Roll 90°, Pitch 90° 29: Roll 180°, Pitch 90° 30: Roll 270°, Pitch 90° 31: Roll 90°, Pitch 180° 32: Roll 270°, Pitch 180° 33: Roll 90°, Pitch"
1868,CAL_MAG1_XCOMP (FLOAT) Magnetometer 1 X Axis throttle compensation Comment: Coefficient describing linear relationship between X component of magnetometer in body frame axis and either current or throttle depending on value of CAL_MAG_COMP_TYP. Unit for throttle-based compensation is [G] and for current-based compensation [G/kA] 0.0
1869,CAL_MAG1_XODIAG (FLOAT) Magnetometer 1 X-axis off diagonal scale factor 0.0
1870,CAL_MAG1_XOFF (FLOAT) Magnetometer 1 X-axis offset 0.0 gauss
1871,"CAL_MAG1_XSCALE (FLOAT) Magnetometer 1 X-axis scaling factor [0.1, 3.0] 1.0"
1872,"CAL_MAG1_YAW (FLOAT) Magnetometer 1 Custom Euler Yaw Angle Comment: Setting this parameter changes CAL_MAG1_ROT to ""Custom Euler Angle"" [-180, 180] 0.0 deg"
1873,CAL_MAG1_YCOMP (FLOAT) Magnetometer 1 Y Axis throttle compensation Comment: Coefficient describing linear relationship between Y component of magnetometer in body frame axis and either current or throttle depending on value of CAL_MAG_COMP_TYP. Unit for throttle-based compensation is [G] and for current-based compensation [G/kA] 0.0
1874,CAL_MAG1_YODIAG (FLOAT) Magnetometer 1 Y-axis off diagonal scale factor 0.0
1875,CAL_MAG1_YOFF (FLOAT) Magnetometer 1 Y-axis offset 0.0 gauss
1876,"CAL_MAG1_YSCALE (FLOAT) Magnetometer 1 Y-axis scaling factor [0.1, 3.0] 1.0"
1877,CAL_MAG1_ZCOMP (FLOAT) Magnetometer 1 Z Axis throttle compensation Comment: Coefficient describing linear relationship between Z component of magnetometer in body frame axis and either current or throttle depending on value of CAL_MAG_COMP_TYP. Unit for throttle-based compensation is [G] and for current-based compensation [G/kA] 0.0
1878,CAL_MAG1_ZODIAG (FLOAT) Magnetometer 1 Z-axis off diagonal scale factor 0.0
1879,CAL_MAG1_ZOFF (FLOAT) Magnetometer 1 Z-axis offset 0.0 gauss
1880,"CAL_MAG1_ZSCALE (FLOAT) Magnetometer 1 Z-axis scaling factor [0.1, 3.0] 1.0"
1881,CAL_MAG2_ID (INT32) Magnetometer 2 calibration device ID Comment: Device ID of the magnetometer this calibration applies to. 0
1882,"CAL_MAG2_PITCH (FLOAT) Magnetometer 2 Custom Euler Pitch Angle Comment: Setting this parameter changes CAL_MAG2_ROT to ""Custom Euler Angle"" [-180, 180] 0.0 deg"
1883,CAL_MAG2_PRIO (INT32) Magnetometer 2 priority Values: -1: Uninitialized 0: Disabled 1: Min 25: Low 50: Medium (Default) 75: High 100: Max -1
1884,"CAL_MAG2_ROLL (FLOAT) Magnetometer 2 Custom Euler Roll Angle Comment: Setting this parameter changes CAL_MAG2_ROT to ""Custom Euler Angle"" [-180, 180] 0.0 deg"
1885,"CAL_MAG2_ROT (INT32) Magnetometer 2 rotation relative to airframe Comment: An internal sensor will force a value of -1, so a GCS should only attempt to configure the rotation if the value is greater than or equal to zero. Set to ""Custom Euler Angle"" to define the rotation using CAL_MAG2_ROLL, CAL_MAG2_PITCH and CAL_MAG2_YAW. Values: -1: Internal 0: No rotation 1: Yaw 45° 2: Yaw 90° 3: Yaw 135° 4: Yaw 180° 5: Yaw 225° 6: Yaw 270° 7: Yaw 315° 8: Roll 180° 9: Roll 180°, Yaw 45° 10: Roll 180°, Yaw 90° 11: Roll 180°, Yaw 135° 12: Pitch 180° 13: Roll 180°, Yaw 225° 14: Roll 180°, Yaw 270° 15: Roll 180°, Yaw 315° 16: Roll 90° 17: Roll 90°, Yaw 45° 18: Roll 90°, Yaw 90° 19: Roll 90°, Yaw 135° 20: Roll 270° 21: Roll 270°, Yaw 45° 22: Roll 270°, Yaw 90° 23: Roll 270°, Yaw 135° 24: Pitch 90° 25: Pitch 270° 26: Pitch 180°, Yaw 90° 27: Pitch 180°, Yaw 270° 28: Roll 90°, Pitch 90° 29: Roll 180°, Pitch 90° 30: Roll 270°, Pitch 90° 31: Roll 90°, Pitch 180° 32: Roll 270°, Pitch 180° 33: Roll 90°, Pitch"
1886,CAL_MAG2_XCOMP (FLOAT) Magnetometer 2 X Axis throttle compensation Comment: Coefficient describing linear relationship between X component of magnetometer in body frame axis and either current or throttle depending on value of CAL_MAG_COMP_TYP. Unit for throttle-based compensation is [G] and for current-based compensation [G/kA] 0.0
1887,CAL_MAG2_XODIAG (FLOAT) Magnetometer 2 X-axis off diagonal scale factor 0.0
1888,CAL_MAG2_XOFF (FLOAT) Magnetometer 2 X-axis offset 0.0 gauss
1889,"CAL_MAG2_XSCALE (FLOAT) Magnetometer 2 X-axis scaling factor [0.1, 3.0] 1.0"
1890,"CAL_MAG2_YAW (FLOAT) Magnetometer 2 Custom Euler Yaw Angle Comment: Setting this parameter changes CAL_MAG2_ROT to ""Custom Euler Angle"" [-180, 180] 0.0 deg"
1891,CAL_MAG2_YCOMP (FLOAT) Magnetometer 2 Y Axis throttle compensation Comment: Coefficient describing linear relationship between Y component of magnetometer in body frame axis and either current or throttle depending on value of CAL_MAG_COMP_TYP. Unit for throttle-based compensation is [G] and for current-based compensation [G/kA] 0.0
1892,CAL_MAG2_YODIAG (FLOAT) Magnetometer 2 Y-axis off diagonal scale factor 0.0
1893,CAL_MAG2_YOFF (FLOAT) Magnetometer 2 Y-axis offset 0.0 gauss
1894,"CAL_MAG2_YSCALE (FLOAT) Magnetometer 2 Y-axis scaling factor [0.1, 3.0] 1.0"
1895,CAL_MAG2_ZCOMP (FLOAT) Magnetometer 2 Z Axis throttle compensation Comment: Coefficient describing linear relationship between Z component of magnetometer in body frame axis and either current or throttle depending on value of CAL_MAG_COMP_TYP. Unit for throttle-based compensation is [G] and for current-based compensation [G/kA] 0.0
1896,CAL_MAG2_ZODIAG (FLOAT) Magnetometer 2 Z-axis off diagonal scale factor 0.0
1897,CAL_MAG2_ZOFF (FLOAT) Magnetometer 2 Z-axis offset 0.0 gauss
1898,"CAL_MAG2_ZSCALE (FLOAT) Magnetometer 2 Z-axis scaling factor [0.1, 3.0] 1.0"
1899,CAL_MAG3_ID (INT32) Magnetometer 3 calibration device ID Comment: Device ID of the magnetometer this calibration applies to. 0
1900,"CAL_MAG3_PITCH (FLOAT) Magnetometer 3 Custom Euler Pitch Angle Comment: Setting this parameter changes CAL_MAG3_ROT to ""Custom Euler Angle"" [-180, 180] 0.0 deg"
1901,CAL_MAG3_PRIO (INT32) Magnetometer 3 priority Values: -1: Uninitialized 0: Disabled 1: Min 25: Low 50: Medium (Default) 75: High 100: Max -1
1902,"CAL_MAG3_ROLL (FLOAT) Magnetometer 3 Custom Euler Roll Angle Comment: Setting this parameter changes CAL_MAG3_ROT to ""Custom Euler Angle"" [-180, 180] 0.0 deg"
1903,"CAL_MAG3_ROT (INT32) Magnetometer 3 rotation relative to airframe Comment: An internal sensor will force a value of -1, so a GCS should only attempt to configure the rotation if the value is greater than or equal to zero. Set to ""Custom Euler Angle"" to define the rotation using CAL_MAG3_ROLL, CAL_MAG3_PITCH and CAL_MAG3_YAW. Values: -1: Internal 0: No rotation 1: Yaw 45° 2: Yaw 90° 3: Yaw 135° 4: Yaw 180° 5: Yaw 225° 6: Yaw 270° 7: Yaw 315° 8: Roll 180° 9: Roll 180°, Yaw 45° 10: Roll 180°, Yaw 90° 11: Roll 180°, Yaw 135° 12: Pitch 180° 13: Roll 180°, Yaw 225° 14: Roll 180°, Yaw 270° 15: Roll 180°, Yaw 315° 16: Roll 90° 17: Roll 90°, Yaw 45° 18: Roll 90°, Yaw 90° 19: Roll 90°, Yaw 135° 20: Roll 270° 21: Roll 270°, Yaw 45° 22: Roll 270°, Yaw 90° 23: Roll 270°, Yaw 135° 24: Pitch 90° 25: Pitch 270° 26: Pitch 180°, Yaw 90° 27: Pitch 180°, Yaw 270° 28: Roll 90°, Pitch 90° 29: Roll 180°, Pitch 90° 30: Roll 270°, Pitch 90° 31: Roll 90°, Pitch 180° 32: Roll 270°, Pitch 180° 33: Roll 90°, Pitch"
1904,CAL_MAG3_XCOMP (FLOAT) Magnetometer 3 X Axis throttle compensation Comment: Coefficient describing linear relationship between X component of magnetometer in body frame axis and either current or throttle depending on value of CAL_MAG_COMP_TYP. Unit for throttle-based compensation is [G] and for current-based compensation [G/kA] 0.0
1905,CAL_MAG3_XODIAG (FLOAT) Magnetometer 3 X-axis off diagonal scale factor 0.0
1906,CAL_MAG3_XOFF (FLOAT) Magnetometer 3 X-axis offset 0.0 gauss
1907,"CAL_MAG3_XSCALE (FLOAT) Magnetometer 3 X-axis scaling factor [0.1, 3.0] 1.0"
1908,"CAL_MAG3_YAW (FLOAT) Magnetometer 3 Custom Euler Yaw Angle Comment: Setting this parameter changes CAL_MAG3_ROT to ""Custom Euler Angle"" [-180, 180] 0.0 deg"
1909,CAL_MAG3_YCOMP (FLOAT) Magnetometer 3 Y Axis throttle compensation Comment: Coefficient describing linear relationship between Y component of magnetometer in body frame axis and either current or throttle depending on value of CAL_MAG_COMP_TYP. Unit for throttle-based compensation is [G] and for current-based compensation [G/kA] 0.0
1910,CAL_MAG3_YODIAG (FLOAT) Magnetometer 3 Y-axis off diagonal scale factor 0.0
1911,CAL_MAG3_YOFF (FLOAT) Magnetometer 3 Y-axis offset 0.0 gauss
1912,"CAL_MAG3_YSCALE (FLOAT) Magnetometer 3 Y-axis scaling factor [0.1, 3.0] 1.0"
1913,CAL_MAG3_ZCOMP (FLOAT) Magnetometer 3 Z Axis throttle compensation Comment: Coefficient describing linear relationship between Z component of magnetometer in body frame axis and either current or throttle depending on value of CAL_MAG_COMP_TYP. Unit for throttle-based compensation is [G] and for current-based compensation [G/kA] 0.0
1914,CAL_MAG3_ZODIAG (FLOAT) Magnetometer 3 Z-axis off diagonal scale factor 0.0
1915,CAL_MAG3_ZOFF (FLOAT) Magnetometer 3 Z-axis offset 0.0 gauss
1916,"CAL_MAG3_ZSCALE (FLOAT) Magnetometer 3 Z-axis scaling factor [0.1, 3.0] 1.0"
1917,CAL_MAG_COMP_TYP (INT32) Type of magnetometer compensation Values: 0: Disabled 1: Throttle-based compensation 2: Current-based compensation (battery_status instance 0) 3: Current-based compensation (battery_status instance 1) 0
1918,"SENS_DPRES_ANSC (FLOAT) Differential pressure sensor analog scaling Comment: Pick the appropriate scaling from the datasheet. this number defines the (linear) conversion from voltage to Pascal (pa). For the MPXV7002DP this is 1000. NOTE: If the sensor always registers zero, try switching the static and dynamic tubes. 0"
1919,SENS_DPRES_OFF (FLOAT) Differential pressure sensor offset Comment: The offset (zero-reading) in Pascal 0.0
1920,"SENS_FLOW_MAXHGT (FLOAT) Maximum height above ground when reliant on optical flow Comment: This parameter defines the maximum distance from ground at which the optical flow sensor operates reliably. The height setpoint will be limited to be no greater than this value when the navigation system is completely reliant on optical flow data and the height above ground estimate is valid. The sensor may be usable above this height, but accuracy will progressively degrade. [1.0, 100.0] (0.1) 100. m"
1921,"SENS_FLOW_MAXR (FLOAT) Magnitude of maximum angular flow rate reliably measurable by the optical flow sensor Comment: Optical flow data will not fused by the estimators if the magnitude of the flow rate exceeds this value and control loops will be instructed to limit ground speed such that the flow rate produced by movement over ground is less than 50% of this value. [1.0, ?] 8. rad/s"
1922,"SENS_FLOW_MINHGT (FLOAT) Minimum height above ground when reliant on optical flow Comment: This parameter defines the minimum distance from ground at which the optical flow sensor operates reliably. The sensor may be usable below this height, but accuracy will progressively reduce to loss of focus. [0.0, 1.0] (0.1) 0.08 m"
1923,"ADC_ADS1115_EN (INT32) Enable external ADS1115 ADC Comment: If enabled, the internal ADC is not used. Reboot required: true Disabled (0)"
1924,BAT1_C_MULT (FLOAT) Capacity/current multiplier for high-current capable SMBUS battery Reboot required: true 1.0
1925,"BAT1_SMBUS_MODEL (INT32) Battery device model Values: 0: AutoDetect 1: BQ40Z50 based 2: BQ40Z80 based Reboot required: true [0, 2] 0"
1926,BATMON_ADDR_DFLT (INT32) I2C address for BatMon battery 1 Reboot required: true 11
1927,"BATMON_DRIVER_EN (INT32) Parameter to enable BatMon module Values: 0: Disabled 1: Start on default I2C addr(BATMON_ADDR_DFLT) 2: Autodetect I2C address (TODO) Reboot required: true [0, 2] 0"
1928,"CAL_AIR_CMODEL (INT32) Airspeed sensor compensation model for the SDP3x Comment: Model with Pitot CAL_AIR_TUBED_MM: Not used, 1.5 mm tubes assumed. CAL_AIR_TUBELEN: Length of the tubes connecting the pitot to the sensor. Model without Pitot (1.5 mm tubes) CAL_AIR_TUBED_MM: Not used, 1.5 mm tubes assumed. CAL_AIR_TUBELEN: Length of the tubes connecting the pitot to the sensor. Tube Pressure Drop CAL_AIR_TUBED_MM: Diameter in mm of the pitot and tubes, must have the same diameter. CAL_AIR_TUBELEN: Length of the tubes connecting the pitot to the sensor and the static + dynamic port length of the pitot. Values: 0: Model with Pitot 1: Model without Pitot (1.5 mm tubes) 2: Tube Pressure Drop 0"
1929,"CAL_AIR_TUBED_MM (FLOAT) Airspeed sensor tube diameter. Only used for the Tube Pressure Drop Compensation [1.5, 100] 1.5 mm"
1930,"CAL_AIR_TUBELEN (FLOAT) Airspeed sensor tube length Comment: See the CAL_AIR_CMODEL explanation on how this parameter should be set. [0.01, 2.00] 0.2 m"
1931,CAL_MAG_SIDES (INT32) For legacy QGC support only Comment: Use SENS_MAG_SIDES instead 63
1932,"IMU_ACCEL_CUTOFF (FLOAT) Low pass filter cutoff frequency for accel Comment: The cutoff frequency for the 2nd order butterworth filter on the primary accelerometer. This only affects the signal sent to the controllers, not the estimators. 0 disables the filter. Reboot required: true [0, 1000] 30.0 Hz"
1933,"IMU_DGYRO_CUTOFF (FLOAT) Cutoff frequency for angular acceleration (D-Term filter) Comment: The cutoff frequency for the 2nd order butterworth filter used on the time derivative of the measured angular velocity, also known as the D-term filter in the rate controller. The D-term uses the derivative of the rate and thus is the most susceptible to noise. Therefore, using a D-term filter allows to increase IMU_GYRO_CUTOFF, which leads to reduced control latency and permits to increase the P gains. A value of 0 disables the filter. Reboot required: true [0, 1000] 30.0 Hz"
1934,IMU_GYRO_CAL_EN (INT32) IMU gyro auto calibration enable Reboot required: true Enabled (1)
1935,"IMU_GYRO_CUTOFF (FLOAT) Low pass filter cutoff frequency for gyro Comment: The cutoff frequency for the 2nd order butterworth filter on the primary gyro. This only affects the angular velocity sent to the controllers, not the estimators. It applies also to the angular acceleration (D-Term filter), see IMU_DGYRO_CUTOFF. A value of 0 disables the filter. Reboot required: true [0, 1000] 40.0 Hz"
1936,"IMU_GYRO_DNF_BW (FLOAT) IMU gyro ESC notch filter bandwidth Comment: Bandwidth per notch filter when using dynamic notch filtering with ESC RPM. [5, 30] 15. Hz"
1937,"IMU_GYRO_DNF_EN (INT32) IMU gyro dynamic notch filtering Comment: Enable bank of dynamically updating notch filters. Requires ESC RPM feedback or onboard FFT (IMU_GYRO_FFT_EN). Bitmask: 0: ESC RPM 1: FFT [0, 3] 0"
1938,"IMU_GYRO_DNF_HMC (INT32) IMU gyro dynamic notch filter harmonics Comment: ESC RPM number of harmonics (multiples of RPM) for ESC RPM dynamic notch filtering. [1, 7] 3"
1939,IMU_GYRO_DNF_MIN (FLOAT) IMU gyro dynamic notch filter minimum frequency Comment: Minimum notch filter frequency in Hz. 25. Hz
1940,IMU_GYRO_FFT_EN (INT32) IMU gyro FFT enable Reboot required: true Disabled (0)
1941,IMU_GYRO_FFT_LEN (INT32) IMU gyro FFT length Values: 256: 256 512: 512 1024: 1024 4096: 4096 Reboot required: true 512 Hz
1942,"IMU_GYRO_FFT_MAX (FLOAT) IMU gyro FFT maximum frequency Reboot required: true [1, 1000] 150. Hz"
1943,"IMU_GYRO_FFT_MIN (FLOAT) IMU gyro FFT minimum frequency Reboot required: true [1, 1000] 30. Hz"
1944,"IMU_GYRO_FFT_SNR (FLOAT) IMU gyro FFT SNR [1, 30] 10."
1945,"IMU_GYRO_NF0_BW (FLOAT) Notch filter bandwidth for gyro Comment: The frequency width of the stop band for the 2nd order notch filter on the primary gyro. See ""IMU_GYRO_NF0_FRQ"" to activate the filter and to set the notch frequency. Applies to both angular velocity and angular acceleration sent to the controllers. Reboot required: true [0, 100] 20.0 Hz"
1946,"IMU_GYRO_NF0_FRQ (FLOAT) Notch filter frequency for gyro Comment: The center frequency for the 2nd order notch filter on the primary gyro. This filter can be enabled to avoid feedback amplification of structural resonances at a specific frequency. This only affects the signal sent to the controllers, not the estimators. Applies to both angular velocity and angular acceleration sent to the controllers. See ""IMU_GYRO_NF0_BW"" to set the bandwidth of the filter. A value of 0 disables the filter. Reboot required: true [0, 1000] 0.0 Hz"
1947,"IMU_GYRO_NF1_BW (FLOAT) Notch filter 1 bandwidth for gyro Comment: The frequency width of the stop band for the 2nd order notch filter on the primary gyro. See ""IMU_GYRO_NF1_FRQ"" to activate the filter and to set the notch frequency. Applies to both angular velocity and angular acceleration sent to the controllers. Reboot required: true [0, 100] 20.0 Hz"
1948,"IMU_GYRO_NF1_FRQ (FLOAT) Notch filter 2 frequency for gyro Comment: The center frequency for the 2nd order notch filter on the primary gyro. This filter can be enabled to avoid feedback amplification of structural resonances at a specific frequency. This only affects the signal sent to the controllers, not the estimators. Applies to both angular velocity and angular acceleration sent to the controllers. See ""IMU_GYRO_NF1_BW"" to set the bandwidth of the filter. A value of 0 disables the filter. Reboot required: true [0, 1000] 0.0 Hz"
